nsn,fsc,niin,nomenclature,inc,sos,cancelled,cancelled_niin,amc,amsc,aac,competable,competability_notes,unit_price,ui,slc,ciic,dmil,hmic,hcc,crit_cd,approved_cage,approved_part,cage_company,cage_city,cage_state,cage_status,vendor_name,contact_name,contact_email,contact_phone,website,is_small_business,is_woman_owned,is_veteran_owned,qty,delivery_days,solicitation,purchase_request,source_file
5365-14-453-1618,5365,144531618,,,,false,,,,,unknown,No MOE rule,,,,,,,,,D8134,"VSTIM14X1,5EDA3C",PARKER HANNIFIN GMBH -GESCHAFTSBEREICH ERMETO-,BIELEFELD,,A,,,,,,,,,,,,,as260723.txt
5365-14-453-1618,5365,144531618,,,,false,,,,,unknown,No MOE rule,,,,,,,,,D9913,909513349,GENERAL DYNAMICS EUROPEAN LAND SYSTEMS-BRIDGE SYSTEMS GMBH,KAISERSLAUTERN,,A,,,,,,,,,,,,,as260723.txt
5365-14-453-1618,5365,144531618,,,,false,,,,,unknown,No MOE rule,,,,,,,,,FAQB2,"VSTI14X1,5EDA3C",PARKER HANNIFIN FRANCE SAS,VILLE-LA-GRAND,,A,,,,,,,,,,,,,as260723.txt
5365-14-453-1618,5365,144531618,,,,false,,,,,unknown,No MOE rule,,,,,,,,,FAQB2,VSTI14X1-5EDCF,PARKER HANNIFIN FRANCE SAS,VILLE-LA-GRAND,,A,,,,,,,,,,,,,as260723.txt
5365-99-264-5451,5365,992645451,,,,false,,,,,unknown,No MOE rule,,,,,,,,,K7705,G414/4606 ITEM 13,KNDS DEFENCE UK LIMITED,STOCKPORT,,A,,,,,,,,,,,,,as260723.txt
5365-99-264-5451,5365,992645451,,,,false,,,,,unknown,No MOE rule,,,,,,,,,K7705,G414/4606/13,KNDS DEFENCE UK LIMITED,STOCKPORT,,A,,,,,,,,,,,,,as260723.txt
5675-01-445-6000,5675,014456000,"LUMBER,NON-WOOD,DIMENSIONAL",52035,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0VV93,SG-2X4-BR10WG,BLACK RHINO RECYCLING INC,CLAIRTON,PA,A,BLACK RHINO RECYCLING INC,KEITH BRODY,Keith@blackrhinoproducts.com,8009744669,http://www.blackrhinoproducts.com,t,t,f,,,,,as260723.txt
5675-01-445-6000,5675,014456000,"LUMBER,NON-WOOD,DIMENSIONAL",52035,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1VYN3,SG-2X4-BR10WG,"NEW BEDFORD TECHNOLOGY, LLC",WORTHINGTON,MN,A,"NEW BEDFORD TECHNOLOGY, LLC",ANDREA HUFFMAN,andrea.huffman@bedfordtech.com,5073295500,www.plasticboards.com,f,f,f,,,,,as260723.txt
5675-01-446-6342,5675,014466342,"LUMBER,NON-WOOD,DIMENSIONAL",52035,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0VV93,SG-2X4-TN8,BLACK RHINO RECYCLING INC,CLAIRTON,PA,A,BLACK RHINO RECYCLING INC,KEITH BRODY,Keith@blackrhinoproducts.com,8009744669,http://www.blackrhinoproducts.com,t,t,f,,,,,as260723.txt
5675-01-446-6342,5675,014466342,"LUMBER,NON-WOOD,DIMENSIONAL",52035,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1VYN3,SG-2X4-TN8,"NEW BEDFORD TECHNOLOGY, LLC",WORTHINGTON,MN,A,"NEW BEDFORD TECHNOLOGY, LLC",ANDREA HUFFMAN,andrea.huffman@bedfordtech.com,5073295500,www.plasticboards.com,f,f,f,,,,,as260723.txt
5820-01-682-3301,5820,016823301,"TRANSMITTER,RADIO",19436,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,7QAK7,10553-1300-03,"L3HARRIS GLOBAL COMMUNICATIONS, INC. DBA HARRIS CORP",ROCHESTER,NY,A,,,,,,,,,,,,,as260723.txt
5825-01-673-3465,5825,016733465,"NAVIGATION SET,SATELLITE SIGNALS",39376,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1EE70,GP39,FURUNO U.S.A INC,CAMAS,WA,A,,,,,,,,,,,,,as260723.txt
5840-01-048-0368,5840,010480368,RADAR SET SUBASSEMBLY,19057,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,3B150,914575-1,RAYTHEON COMPANY DBA RAYTHEON CO,EL PASO,TX,A,,,,,,,,,,,,,as260723.txt
5840-01-048-0368,5840,010480368,RADAR SET SUBASSEMBLY,19057,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,54X10,914575-1,RAYTHEON COMPANY,FAIRDALE,KY,A,,,,,,,,,,,,,as260723.txt
5840-01-048-0368,5840,010480368,RADAR SET SUBASSEMBLY,19057,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,59475,914575-1,REX SYSTEMS INCORPORATED DBA REX SYSTEMS INC,CHIPPEWA FALLS,WI,A,REX SYSTEMS INCORPORATED,NICOLE KORNESCZUK,NKORNESCZUK@REXSYSTEMS.COM,7157239313,http://www.rexsystems.com,f,f,f,,,,,as260723.txt
5860-01-678-7822,5860,016787822,"LASER,SOLID STATE",61901,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,6DP27,81542S01,"AYON CYBERSECURITY, INC.",COCOA,FL,A,"AYON CYBERSECURITY, INC.",STACY LAWSON,blawson@videodisplay.com,3217844427,https://www.videodisplay.com,f,f,f,,,,,as260723.txt
5865-01-436-6123,5865,014366123,BREECHPLATE,77777,SMS,true,016582987,,,,unknown,No MOE rule,,,,,,,,,04099,3837AS100-001,"CCI CAPCO, LLC DBA VALOR TACTICAL INNOVATION",GRAND JUNCTION,CO,A,"CCI CAPCO, LLC",NICCOLE GRAY,niccole.gray@valortactical.us,9702438750,www.valortactical.us,t,f,f,,,,,as260723.txt
5865-01-436-6123,5865,014366123,BREECHPLATE,77777,SMS,true,016582987,,,,unknown,No MOE rule,,,,,,,,,1UVW2,3837AS100-001,GRACE AEROSPACE LLC,STONY BROOK,NY,A,,,,,,,,,,,,,as260723.txt
5865-01-436-6123,5865,014366123,BREECHPLATE,77777,SMS,true,016582987,,,,unknown,No MOE rule,,,,,,,,,27456,3837AS100-001,"DCX-CHOL ENTERPRISES, INC DBA TELETRONICS DIV TELETRONICS",LOS ANGELES,CA,A,,,,,,,,,,,,,as260723.txt
5865-01-436-6123,5865,014366123,BREECHPLATE,77777,SMS,true,016582987,,,,unknown,No MOE rule,,,,,,,,,63715,3837AS100-001,"ROSELM INDUSTRIES, INC. DBA ROSELM IND INC",SOUTH EL MONTE,CA,A,"ROSELM INDUSTRIES, INC.",CONRAD ARGUIJO,conrada@roselmindustries.com,6264426840,www.roselmindustries.com,f,f,f,,,,,as260723.txt
5895-01-659-0007,5895,016590007,"COVER,ELECTRONIC COMMUNICATION E",41344,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1PNR4,14021-0023-02,"L3HARRIS TECHNOLOGIES, INC.",LYNCHBURG,VA,A,,,,,,,,,,,,,as260723.txt
5895-01-700-3399,5895,017003399,"JOYSTICK,DATA ENTRY",37533,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,4324374,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
5895-01-701-2637,5895,017012637,"PLATE,MOUNTING",40223,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,7QAK7,12272-3317-01,"L3HARRIS GLOBAL COMMUNICATIONS, INC. DBA HARRIS CORP",ROCHESTER,NY,A,,,,,,,,,,,,,as260723.txt
5905-00-149-8592,5905,001498592,"RESISTOR,VARIABLE,WIRE WOUND,PRE",37408,SMS,false,,1,Z,,true,"Competitive, restrictive terms","$1,386.63",EA,0,U,A,N,,X,25413,09SFM7616,"ES BETA, LLC DBA BETATRONIX DIV BETATRONIX",RONKONKOMA,NY,A,"ES BETA, LLC",PAM SARETT,psarett@betatronix.com,6315826740,www.betatronix.com,f,f,f,,,,,as260723.txt
5905-00-149-8592,5905,001498592,"RESISTOR,VARIABLE,WIRE WOUND,PRE",37408,SMS,false,,1,Z,,true,"Competitive, restrictive terms","$1,386.63",EA,0,U,A,N,,X,30652,9E214,ELECTRONIC EXPEDITORS INC,OAK CREEK,WI,A,,,,,,,,,,,,,as260723.txt
5905-00-149-8592,5905,001498592,"RESISTOR,VARIABLE,WIRE WOUND,PRE",37408,SMS,false,,1,Z,,true,"Competitive, restrictive terms","$1,386.63",EA,0,U,A,N,,X,7LE18,3200-1468-2,BEI NORTH AMERICA LLC,VISTA,CA,A,,,,,,,,,,,,,as260723.txt
5905-00-755-0783,5905,007550783,"RESISTOR,FIXED,WIRE WOUND,INDUCT",37403,SMS,false,,,,,unknown,No MOE rule,$464.10,EA,0,U,,,,,27192,6995H1B,DRS NAVAL POWER SYSTEMS INC DBA DRS POWER & CONTROL TECHNOLOGIES INC,MENOMONEE FALLS,WI,A,,,,,,,,,,,,,as260723.txt
5905-00-965-8108,5905,009658108,"RESISTOR,VARIABLE,WIRE WOUND,NON",37406,SMS,true,011978120 014375426,,,,unknown,No MOE rule,,,,,,,,,44655,RHS500,"OHMITE HOLDING, L.L.C. DBA OHMITE MANUFACTURING",WARRENVILLE,IL,A,,,,,,,,,,,,,as260723.txt
5905-00-965-8108,5905,009658108,"RESISTOR,VARIABLE,WIRE WOUND,NON",37406,SMS,true,011978120 014375426,,,,unknown,No MOE rule,,,,,,,,,97520,06874,"BASLER ELECTRIC COMPANY, LLC",HIGHLAND,IL,A,"BASLER ELECTRIC COMPANY, LLC",TOM HARNETIAUX,tomharnetiaux@basler.com,6186542341,https://www.basler.com/,f,f,f,,,,,as260723.txt
5905-00-993-8519,5905,009938519,"RESISTOR,VARIABLE,WIRE WOUND,NON",37406,SMS,true,007666821 009217596,,,,unknown,No MOE rule,,,,,,,,,89305,B329-102K5,SIMMONDS PRECISION PRODUCTS INC,VERGENNES,VT,A,,,,,,,,,,,,,as260723.txt
5905-00-993-8519,5905,009938519,"RESISTOR,VARIABLE,WIRE WOUND,NON",37406,SMS,true,007666821 009217596,,,,unknown,No MOE rule,,,,,,,,,89305,B329A102K5,SIMMONDS PRECISION PRODUCTS INC,VERGENNES,VT,A,,,,,,,,,,,,,as260723.txt
5905-00-993-8519,5905,009938519,"RESISTOR,VARIABLE,WIRE WOUND,NON",37406,SMS,true,007666821 009217596,,,,unknown,No MOE rule,,,,,,,,,89305,B329A102K5-3,SIMMONDS PRECISION PRODUCTS INC,VERGENNES,VT,A,,,,,,,,,,,,,as260723.txt
5905-01-355-6935,5905,013556935,"RESISTOR,VARIABLE,WIRE WOUND,PRE",37408,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,30086,740108PC83,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC. DBA SPD ELECTRICAL SYSTEMS, INC.",CAMDEN,NJ,A,,,,,,,,,,,,,as260723.txt
5905-01-355-6935,5905,013556935,"RESISTOR,VARIABLE,WIRE WOUND,PRE",37408,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,97520,9184218100,"BASLER ELECTRIC COMPANY, LLC",HIGHLAND,IL,A,"BASLER ELECTRIC COMPANY, LLC",TOM HARNETIAUX,tomharnetiaux@basler.com,6186542341,https://www.basler.com/,f,f,f,,,,,as260723.txt
5905-01-414-4341,5905,014144341,"RESISTOR,THERMAL",00309,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,46UR5,406743078B,ABB MOTORS & MECHANICAL INC DIV ABB MOTORS AND MECHANICAL INC.,FORT SMITH,AR,A,,,,,,,,,,,,,as260723.txt
5905-01-414-4341,5905,014144341,"RESISTOR,THERMAL",00309,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,46UR5,801642-504 PC 80,ABB MOTORS & MECHANICAL INC DIV ABB MOTORS AND MECHANICAL INC.,FORT SMITH,AR,A,,,,,,,,,,,,,as260723.txt
5905-01-444-3437,5905,014443437,"RESISTOR,VOLTAGE SENSITIVE",10194,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,27410,V511BA60,"L3HARRIS TECHNOLOGIES, INC",MELBOURNE,FL,A,,,,,,,,,,,,,as260723.txt
5905-01-481-9627,5905,014819627,"RESISTOR,VARIABLE,NONWIRE WOUND,",37405,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,28199,G-1296-2,"L3 TECHNOLOGIES, INC.",NORFOLK,VA,A,,,,,,,,,,,,,as260723.txt
5905-01-499-1408,5905,014991408,"RESISTOR,FIXED,FILM",05311,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,72819,887SP037,"OHMITE HOLDING, L.L.C.",AMHERST,NY,A,,,,,,,,,,,,,as260723.txt
5905-01-583-3098,5905,015833098,"RESISTOR,THERMAL",00309,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,98523,J185450,JERED LLC,BRUNSWICK,GA,A,,,,,,,,,,,,,as260723.txt
5910-00-669-2340,5910,006692340,"CAPACITOR,FIXED,PAPER DIELECTRIC",00003,SMS,true,006837064 007662064,,,,unknown,No MOE rule,$47.95,EA,0,U,,,,,56289,196P47256S4,SPRAGUE ELECTRIC CO WORLD HQS,SANFORD,ME,A,,,,,,,,,,,,,as260723.txt
5910-00-669-2340,5910,006692340,"CAPACITOR,FIXED,PAPER DIELECTRIC",00003,SMS,true,006837064 007662064,,,,unknown,No MOE rule,$47.95,EA,0,U,,,,,58364,17M601-472B,BYCAP INC,CHICAGO,IL,A,,,,,,,,,,,,,as260723.txt
5910-00-856-6593,5910,008566593,"CAPACITOR,FIXED,PAPER DIELECTRIC",00003,SMS,false,,,,,unknown,No MOE rule,$213.62,EA,0,U,,,,,82386,679-304,JAIDINGER MFG CO INC DBA JAIDINGER MANUFACTURING CO INC,CHICAGO,IL,A,JAIDINGER MFG CO INC,JULIE JAIDINGER,jjaidinger@earthlink.net,3124211090,www.jaidingermanufacturing.com,t,t,f,,,,,as260723.txt
5910-00-904-9097,5910,009049097,"CAPACITOR,FIXED,METALLIZED,PAPER",31959,SMS,false,,,,,unknown,No MOE rule,"$4,791.34",EA,0,U,,,,,99515,M6-104,ELECTRON PRODUCTS INC,IRWINDALE,CA,A,,,,,,,,,,,,,as260723.txt
5910-01-264-7790,5910,012647790,"CAPACITOR,FIXED,PLASTIC DIELECTR",00006,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,00853,12882,CORNELL-DUBILIER MARKETING INC,LIBERTY,SC,A,,,,,,,,,,,,,as260723.txt
5910-01-319-6789,5910,013196789,"CAPACITOR,FIXED,ELECTROLYTIC",00008,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,00853,101142U050AA2A,CORNELL-DUBILIER MARKETING INC,LIBERTY,SC,A,,,,,,,,,,,,,as260723.txt
5910-01-319-6789,5910,013196789,"CAPACITOR,FIXED,ELECTROLYTIC",00008,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,13499,183-1467-080,"ROCKWELL COLLINS, INC. DBA COLLINS AEROSPACE GOVERNMENT SYSTEMS DIV COLLINS AEROSPACE - GOVERNMENT SYSTEMS",CEDAR RAPIDS,IA,A,,,,,,,,,,,,,as260723.txt
5910-01-319-6789,5910,013196789,"CAPACITOR,FIXED,ELECTROLYTIC",00008,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,56289,602D190A1,SPRAGUE ELECTRIC CO WORLD HQS,SANFORD,ME,A,,,,,,,,,,,,,as260723.txt
5910-01-319-6789,5910,013196789,"CAPACITOR,FIXED,ELECTROLYTIC",00008,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,95105,183-1467-080,"ROCKWELL COLLINS, INC. DIV COLLINS AEROSPACE - MISSION SYSTEMS",RICHARDSON,TX,A,,,,,,,,,,,,,as260723.txt
5910-01-476-4803,5910,014764803,"CAPACITOR,FIXED,METALLIZED,PAPER",31959,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,04808,9372C29G01,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION DIV CURTISS-WRIGHT EMD,CHESWICK,PA,A,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,EVAN LILE,elile@curtisswright.com,7242755326,www.curtisswright.com,f,f,f,,,,,as260723.txt
5910-01-595-5161,5910,015955161,"CAPACITOR,FIXED,ELECTROLYTIC",00008,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,17554,TBJE336K025LRSB0823,KYOCERA AVX COMPONENTS (BIDDEFORD) CORPORATION,BIDDEFORD,ME,A,,,,,,,,,,,,,as260723.txt
5910-01-595-5161,5910,015955161,"CAPACITOR,FIXED,ELECTROLYTIC",00008,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,31433,T493X336K025BH6230,KEMET ELECTRONICS CORPORATION,SIMPSONVILLE,SC,A,,,,,,,,,,,,,as260723.txt
5910-01-621-8043,5910,016218043,"CAPACITOR,FIXED,ELECTROLYTIC",00008,SMS,true,015091020,,,,unknown,No MOE rule,,,,,,,,,00853,HR301E1403,CORNELL-DUBILIER MARKETING INC,LIBERTY,SC,A,,,,,,,,,,,,,as260723.txt
5910-01-696-2193,5910,016962193,"CAPACITOR,FIXED,PLASTIC DIELECTR",00006,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,82974,1505842-01,MUNTERS CORPORATION DBA MUNTERS DES CHAMPS PRODUCTS DIV CARGOCAIRE,AMESBURY,MA,A,,,,,,,,,,,,,as260723.txt
5915-00-440-7272,5915,004407272,"FILTER,RADIO FREQUENCY INTERFERE",00765,SMS,false,,1,R,,true,"Competitive, restrictive terms","$2,670.23",EA,0,U,,,,,13619,JN14-2576A,EMS DEVELOPMENT CORPORATION DBA EMS DEVELOPMENT CORP,YAPHANK,NY,A,,,,,,,,,,,,,as260723.txt
5915-00-440-7272,5915,004407272,"FILTER,RADIO FREQUENCY INTERFERE",00765,SMS,false,,1,R,,true,"Competitive, restrictive terms","$2,670.23",EA,0,U,,,,,59901,M1770,MTK ELECTRONICS INC,MEDFORD,NY,A,MTK ELECTRONICS INC,DAVID RADFORD,david@mtkelectronics.com,6319247666,mtkelectronics.com,f,f,f,,,,,as260723.txt
5915-00-503-1787,5915,005031787,"FILTER,LOW PASS",13911,SMS,false,,,,,unknown,No MOE rule,"$2,127.38",EA,0,U,,,,,12598,L-1257,"RLC ELECTRONICS, INC",MOUNT KISCO,NY,A,"RLC ELECTRONICS, INC",DOUGLAS BORCK,dborck@rlcelectronics.com,9142411334,WWW.RLCELECTRONICS.COM,f,f,f,,,,,as260723.txt
5915-00-503-1787,5915,005031787,"FILTER,LOW PASS",13911,SMS,false,,,,,unknown,No MOE rule,"$2,127.38",EA,0,U,,,,,7ZXR5,360A,KEYSIGHT TECHNOLOGIES INC,COLORADO SPRINGS,CO,A,,,,,,,,,,,,,as260723.txt
5915-00-855-4286,5915,008554286,"FILTER,BAND PASS",00209,SMS,false,,,,,unknown,No MOE rule,$611.32,EA,0,7,,,,,00136,29-33444-6,MICROSEMI CORP. - HIGH PERFORMANCE TIMING DBA VECTRON INTERNATIONAL- CANCELLED,MOUNT HOLLY SPRINGS,PA,A,,,,,,,,,,,,,as260723.txt
5915-00-855-4286,5915,008554286,"FILTER,BAND PASS",00209,SMS,false,,,,,unknown,No MOE rule,$611.32,EA,0,7,,,,,81205,29-33444-6,THE BOEING COMPANY DIV DEFENSE,TUKWILA,WA,A,,,,,,,,,,,,,as260723.txt
5915-01-160-9549,5915,011609549,"PHASE SHIFTER,ELECTRONIC",31596,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,3E5E2,E6007-04,"MERCURY SYSTEMS, INC. DBA MERCURY SYSTEMS, INC",HUDSON,NH,A,,,,,,,,,,,,,as260723.txt
5915-01-331-3063,5915,013313063,"FILTER,RADIO FREQUENCY INTERFERE",00765,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,71468,TPV66343-1007,ITT CANNON LLC,IRVINE,CA,A,,,,,,,,,,,,,as260723.txt
5915-01-331-3063,5915,013313063,"FILTER,RADIO FREQUENCY INTERFERE",00765,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,77820,21-900075-034,AMPHENOL CORP DIV AMPHENOL AEROSPACE OPERATIONS,SIDNEY,NY,A,,,,,,,,,,,,,as260723.txt
5915-01-388-0032,5915,013880032,"FILTER,RADIO FREQUENCY INTERFERE",00765,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,60508,IC102,"EMERSON NETWORK POWER SURGE PROTECTION, INC.",BINGHAMTON,NY,A,,,,,,,,,,,,,as260723.txt
5915-01-390-0624,5915,013900624,"FILTER,HIGH PASS",13910,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,3B150,G276475-1,RAYTHEON COMPANY DBA RAYTHEON CO,EL PASO,TX,A,,,,,,,,,,,,,as260723.txt
5915-01-390-0624,5915,013900624,"FILTER,HIGH PASS",13910,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,54X10,G276475-1,RAYTHEON COMPANY,FAIRDALE,KY,A,,,,,,,,,,,,,as260723.txt
5920-00-184-0836,5920,001840836,"FUSE,CARTRIDGE",00248,SMS,true,005324626 013016696 016019532,3,Z,,false,Sole source — manufacturer only,$0.42,EA,0,U,A,P,,X,71400,MDL-4-R,"COOPER BUSSMANN, LLC DBA COOPER INDUSTRIES",ELLISVILLE,MO,A,,,,,,,,,,,,,as260723.txt
5920-00-538-6507,5920,005386507,"FUSE,CARTRIDGE",00248,SMS,false,,,,,unknown,No MOE rule,$37.94,EA,0,U,,,,,71424,A10Y20-13,MERSEN USA EP CORP. DBA FERRAZ SHAWMUT,NEWBURYPORT,MA,A,,,,,,,,,,,,,as260723.txt
5920-00-685-9894,5920,006859894,"FUSEHOLDER,BLOCK",28908,SMS,true,003015807 006428882,,,,unknown,No MOE rule,$44.07,EA,0,U,,,,,71400,SFB1060-01,"COOPER BUSSMANN, LLC DBA COOPER INDUSTRIES",ELLISVILLE,MO,A,,,,,,,,,,,,,as260723.txt
5920-01-476-5120,5920,014765120,"ABSORBER,OVERVOLTAGE",21899,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0VPP9,LORN-1S-120AC-NM,INNOVATIVE TECHNOLOGY INC,BROOKSVILLE,FL,A,,,,,,,,,,,,,as260723.txt
5920-01-476-5120,5920,014765120,"ABSORBER,OVERVOLTAGE",21899,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1PDW4,ITD80A-1S120-USN-F,"SURGE SUPPRESSION, LLC DBA ITD OF DESTIN DIV SSI",BROOKSVILLE,FL,A,,,,,,,,,,,,,as260723.txt
5920-01-512-3815,5920,015123815,"WORK STATION KIT,ELECTROSTATIC C",38194,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1MH97,16475,"DESCO INDUSTRIES, INC. DBA DESCO INDUSTRIES INC DIV DESCO",CHINO,CA,A,,,,,,,,,,,,,as260723.txt
5920-01-573-8468,5920,015738468,"DISCHARGER,ELECTROSTATIC",01905,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,55635,16450,"DAYTON-GRANGER, INC.",FORT LAUDERDALE,FL,A,"DAYTON-GRANGER, INC.",CLAUDIA HURTADO,sales@daytongranger.com,9544633451,WWW.DAYTONGRANGER.COM,f,f,f,,,,,as260723.txt
5920-01-581-8042,5920,015818042,"ARRESTER,LIGHTNING",00382,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,61391,LDS10-01-64-1-OV-00-W-1052,"LIGHTNING DIVERSION SYSTEMS, LLC DBA LIGHTNING DIVERSION SYSTEMS",HUNTINGTON BEACH,CA,A,,,,,,,,,,,,,as260723.txt
5920-01-659-0425,5920,016590425,"FUSE,CARTRIDGE",00248,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,71400,PV-8A10F,"COOPER BUSSMANN, LLC DBA COOPER INDUSTRIES",ELLISVILLE,MO,A,,,,,,,,,,,,,as260723.txt
5920-01-689-9170,5920,016899170,"STRAP,WRIST,ELECTROSTATIC DISCHA",39995,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,30076,4176452,"HYSTER-YALE GROUP, INC.",GREENVILLE,NC,A,,,,,,,,,,,,,as260723.txt
5920-01-722-3347,5920,017223347,"FUSE,ENCLOSED LINK",00249,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,4DAL2,700808,"MI-JACK PRODUCTS, INC.",HAZEL CREST,IL,A,"MI-JACK PRODUCTS, INC.",PATRICK DELIS,PaDelis@mi-jack.com,7085894062,,f,f,f,,,,,as260723.txt
5920-01-738-7709,5920,017387709,FUSEHOLDER SUBASSEMBLY,62213,,false,,,,,unknown,No MOE rule,,,,,,,,,75915,L60030C-2SQDINR,"LITTELFUSE, INC.",CHICAGO,IL,A,,,,,,,,,,,,,as260723.txt
5925-00-050-1269,5925,000501269,CIRCUIT BREAKER,00136,SMS,false,,1,Z,,true,"Competitive, restrictive terms",$5.45,EA,0,U,A,P,,X,50963,607417-5,MARINE TRAVELIFT INC,STURGEON BAY,WI,A,,,,,,,,,,,,,as260723.txt
5925-00-050-1269,5925,000501269,CIRCUIT BREAKER,00136,SMS,false,,1,Z,,true,"Competitive, restrictive terms",$5.45,EA,0,U,A,P,,X,77342,W58XC4C12A-5,TE CONNECTIVITY CORPORATION,WINSTON SALEM,NC,A,,,,,,,,,,,,,as260723.txt
5925-00-050-1269,5925,000501269,CIRCUIT BREAKER,00136,SMS,false,,1,Z,,true,"Competitive, restrictive terms",$5.45,EA,0,U,A,P,,X,81640,1610-019-050-13,"SAFRAN POWER USA, LLC",SARASOTA,FL,A,,,,,,,,,,,,,as260723.txt
5925-00-201-7175,5925,002017175,"BASE,CIRCUIT BREAKER",02845,SMS,true,006812497,1,R,,true,"Competitive, restrictive terms",$30.69,EA,0,U,A,P,,X,02769,789943-2,LOCKHEED MARTIN CORPORATION DIV RMS,MOORESTOWN,NJ,A,,,,,,,,,,,,,as260723.txt
5925-00-201-7175,5925,002017175,"BASE,CIRCUIT BREAKER",02845,SMS,true,006812497,1,R,,true,"Competitive, restrictive terms",$30.69,EA,0,U,A,P,,X,30086,ETN1084,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC. DBA SPD ELECTRICAL SYSTEMS, INC.",CAMDEN,NJ,A,,,,,,,,,,,,,as260723.txt
5925-00-201-7175,5925,002017175,"BASE,CIRCUIT BREAKER",02845,SMS,true,006812497,1,R,,true,"Competitive, restrictive terms",$30.69,EA,0,U,A,P,,X,89946,454D509G05,EATON CORPORATION DBA EATON INOAC,BEAVER,PA,A,,,,,,,,,,,,,as260723.txt
5925-00-553-2274,5925,005532274,CIRCUIT BREAKER,00136,SMS,true,002112051 002836522 005006735 005022286 005495709 005572434,,,,unknown,No MOE rule,$113.96,EA,0,U,,,,,56161,7565721-003,GENERAL DYNAMICS LAND SYSTEMS CANADACORP,LONDON,ON,A,,,,,,,,,,,,,as260723.txt
5925-00-553-2274,5925,005532274,CIRCUIT BREAKER,00136,SMS,true,002112051 002836522 005006735 005022286 005495709 005572434,,,,unknown,No MOE rule,$113.96,EA,0,U,,,,,82647,PDA-15,"SENSATA TECHNOLOGIES, INC. DIV SENSATA ATTLEBORO",ATTLEBORO,MA,A,,,,,,,,,,,,,as260723.txt
5925-00-553-2274,5925,005532274,CIRCUIT BREAKER,00136,SMS,true,002112051 002836522 005006735 005022286 005495709 005572434,,,,unknown,No MOE rule,$113.96,EA,0,U,,,,,83803,PDA-15,PEERLESS ELECTRONICS INC. DBA PEERLESS ELECTRONICS INC,HAUPPAUGE,NY,A,PEERLESS ELECTRONICS INC.,STEVEN GUNTHER,sgunther@peerlesselectronics.com,5165943500,www.peerlesselectronics.com,f,f,f,,,,,as260723.txt
5925-00-622-2294,5925,006222294,"HANDLE,MANUAL CHARGE",77777,SMS,false,,,,,unknown,No MOE rule,"$2,531.93",EA,0,U,,,,,30086,199263K01,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC. DBA SPD ELECTRICAL SYSTEMS, INC.",CAMDEN,NJ,A,,,,,,,,,,,,,as260723.txt
