"050Q39096","050Q3","9096",""
"5905009938519","89305","B329A102K5",""
"5905009938519","89305","B329A102K5-3",""
"5905013556935","30086","740108PC83",""
"5905013556935","97520","9184218100",""
"5905014144341","46UR5","406743078B",""
"5905014144341","46UR5","801642-504 PC 80",""
"5905014443437","27410","V511BA60",""
"5905014819627","28199","G-1296-2",""
"5905014991408","72819","887SP037",""
"5905015833098","98523","J185450",""
"5910006692340","56289","196P47256S4",""
"5910006692340","58364","17M601-472B",""
"5910008566593","82386","679-304",""
"5910009049097","99515","M6-104",""
"5910012647790","00853","12882",""
"5910013196789","00853","101142U050AA2A",""
"5910013196789","13499","183-1467-080",""
"5910013196789","56289","602D190A1",""
"5910013196789","95105","183-1467-080",""
"5910014764803","04808","9372C29G01",""
"5910015955161","17554","TBJE336K025LRSB0823",""
"5910015955161","31433","T493X336K025BH6230",""
"5910016218043","00853","HR301E1403",""
"5910016962193","82974","1505842-01",""
"5915004407272","13619","JN14-2576A",""
"5915004407272","59901","M1770",""
"5915005031787","12598","L-1257",""
"5915005031787","7ZXR5","360A",""
"5915008554286","00136","29-33444-6",""
"5915008554286","81205","29-33444-6",""
"5915011609549","3E5E2","E6007-04",""
"5915013313063","71468","TPV66343-1007",""
"5915013313063","77820","21-900075-034",""
"5915013880032","60508","IC102",""
"5915013900624","3B150","G276475-1",""
"5915013900624","54X10","G276475-1",""
"5920001840836","71400","MDL-4-R",""
"5920005386507","71424","A10Y20-13",""
"5920006859894","71400","SFB1060-01",""
"5920014765120","0VPP9","LORN-1S-120AC-NM",""
"5920014765120","1PDW4","ITD80A-1S120-USN-F",""
"5920015123815","1MH97","16475",""
"5920015738468","55635","16450",""
"5920015818042","61391","LDS10-01-64-1-OV-00-W-1052",""
"5920016590425","71400","PV-8A10F",""
"5920016899170","30076","4176452",""
"5920017223347","4DAL2","700808",""
"5920017387709","75915","L60030C-2SQDINR",""
"5925000501269","50963","607417-5",""
"5925000501269","77342","W58XC4C12A-5",""
"5925000501269","81640","1610-019-050-13",""
"5925002017175","02769","789943-2",""
"5925002017175","30086","ETN1084",""
"5925002017175","89946","454D509G05",""
"5925005532274","56161","7565721-003",""
"5925005532274","82647","PDA-15",""
"5925005532274","83803","PDA-15",""
"5925006222294","30086","199263K01",""
"5925009898288","81640","1500-052-4",""
"5925010190980","82647","6752-318-15",""
"5925012217874","34931","31800-04",""
"5925012580488","89357","W3T150035",""
"5925013231613","56623","702-S0124",""
"5925013231613","81640","SM600BA5A12",""
"5925016591958","0ACF4","3RV1011-0HA15",""
"5925017187759","56365","M9F22101",""
"5925017322100","1T3Z4","25654",""
"5925017322100","56365","A9F54202",""
"5925123465442","D3683","E81SL40-SB",""
"5925123465442","D8266","8692030390",""
"5930000046266","04939","13079943",""
"5930000046266","91929","311SX1-T",""
"5930000080547","04034","30556",""
"5930000080547","04034","LS-30556",""
"5930000612357","09049","01-017100-000",""
"5930000612357","56232","752174",""
"5930000612357","58163","22153",""
"5930000612357","73168","17100",""
"5930001087006","00779","1520230-2",""
"5930001087006","28527","NCP40-19",""
"5930003278000","25583","975-0002-001",""
"5930003278000","97896","975-0002-001",""
"5930004101723","27192","6984ED91-1",""
"5930004970749","27192","6981ED190-6P",""
"5930005194779","06845","4056995-0701",""
"5930005194779","06845","L218486-2",""
"5930005194779","20284","590021",""
"5930005194779","51053","33-4384-1",""
"5930005194779","51053","33-4384-101",""
"5930005194779","96214","402124-1",""
"5930005194779","99251","430507",""
"5930005816037","44291","SYM 2687.2",""
"5930005816037","82121","9000-S6202-74290 TYPE S2JR10-3",""
"5930005889621","3M874","5NN-K45-P1-F1A",""
"5930007403085","04426","62-200006",""
"5930007403085","70236","9-1072",""
"5930007649763","0AZ22","BNL-SW-1",""
"5930007649763","91929","4CE7",""
"5930008326563","82647","21627-1",""
"5930008590010","09445","299-15",""
"5930008902459","04034","IC/RH1-U",""
"5930009245601","96169","71672-16X4 PIECE 52",""
"5930009800437","10855","HK02BB084",""
"5930009800437","19278","222-10NB3-2221932",""
"5930009800437","88234","NJ9-20033",""
"5930010388767","12522","40RA-000286",""
"5930010388767","3B150","855401-15",""
"5930010388767","54X10","855401-15",""
"5930010506629","81306","357386",""
"5930010624919","96182","10HA30C1D136F1J14L(GGYY)N301R57-",""
"5930011038268","27192","6984H133ANM",""
"5930011281420","0PXV4","1HE1-RB",""
"5930011281420","76301","1HE1-RB",""
"5930011281420","91929","1HE1-RB",""
"5930011520625","08719","10620SY10-4",""
"5930011590119","0C579","171D8WCS",""
"5930011590119","96502","171D8WCS",""
"5930011638568","0VSA4","5190437",""
"5930011638568","15090","433-515157",""
"5930011638568","21225","5190437",""
"5930011718752","82121","24306MA",""
"5930011724091","76301","5M1031-6",""
"5930011724091","91929","26ET31-2-G",""
"5930011795216","08719","10648BG4-92117",""
"5930011803789","96046","070372",""
"5930011812714","05167","35071506",""
"5930011812714","0PXV4","35071506",""
"5930011812714","76301","35071506",""
"5930011899142","36334","6545C014-1",""
"5930011899142","76854","5-15633-205",""
"5930012125377","05869","722347-1",""
"5930012125377","81590","257-3805-001",""
"5930012196974","08719","10620SY15-401",""
"5930012196974","78286","70902-01804-111",""
"5930012313697","12522","631260-006",""
"5930012358809","08719","10620 NAC-2",""
"5930012542138","76301","5M1942-002",""
"5930012542138","91929","26ET32T",""
"5930012660614","82647","2SEA61-101A10G",""
"5930012663146","31946","3600-3474",""
"5930012663146","97953","1A7374-2",""
"5930012706139","85274","1950-5",""
"5930012706139","85274","1950-5-2F",""
"5930012706993","19278","222-32NL1-2222978",""
"5930012856589","04034","52100",""
"5930012856661","60969","TB4ASA2AB2LS",""
"5930012907749","61549","AUT01101P06A",""
"5930012973199","56365","9007C54B2 WITH/9007BA17",""
"5930012982214","21649","U2-016",""
"5930012982214","81579","PM23070",""
"5930013019823","08484","EC-10025-1",""
"5930013125579","11023","3516VSNE ITEM 23",""
"5930013125579","11023","A-6445",""
"5930013175076","19278","222-32NB20-2223054",""
"5930013204398","92578","A19AAC-9C",""
"5930013571788","27192","6981ED200-179",""
"5930013571788","95368","121766",""
"5930013674491","04034","139652",""
"5930013726734","10023","E2PD-11140",""
"5930013726736","10023","E2PD-11130",""
"5930014109221","19278","222-10NB16-2223676",""
"5930014150008","08719","10648RA10-15",""
"5930014150873","08719","10648RA10-18",""
"5930014175640","08719","10620NAD1-413",""
"5930014209755","76301","74A770110-9JAA",""
"5930014209755","80477","40004-3",""
"5930014221573","14314","P18M-H14",""
"5930014357675","04426","63-500060",""
"5930014357675","91929","41EN46-2",""
"5930014468816","18350","VC-056UH090H",""
"5930014468816","60047","VC-056UH090H",""
"5930014558975","04034","137650",""
"5930014558975","04034","FS-127400 ITEM 2",""
"5930014622771","98505","15824",""
"5930014725978","12522","5M/0066",""
"5930014807049","75Q65","9HB630",""
"5930014821775","28199","A-23657-2",""
"5930014906723","08748","8-827-02",""
"5930014906723","76301","5M2885-002",""
"5930014919179","076M6","12365820-1",""
"5930014975596","0N9V9","AA 01 051E15",""
"5930014975596","47WD8","5430617",""
"5930015123153","0SMN2","JB232",""
"5930015123153","16326","P300-0093",""
"5930015135425","1JN02","81CX4",""
"5930015135425","91929","81CX4",""
"5930015366291","81590","16547-001",""
"5930015374120","81590","28399-009",""
"5930015629977","81590","33989-010",""
"5930015638699","81590","33989-013",""
"5930015638699","A0126","33989-013",""
"5930015704515","04034","225527",""
"5930015704515","04034","BA-200-UE-LW-0.50-V-04.50-A-S",""
"5930015789730","1T3Z4","A545-102-ML-P021 REV K NO. 13",""
"5930015789730","66753","LVL-M2-G31-BB-A1E5NA-NA-700",""
"5930015829676","1WZE2","RS16001",""
"5930015901124","08748","80-057-01",""
"5930015901124","7CNC5","80-057-01AP",""
"5930015931045","0ZSM8","05400",""
"5930016110303","0VL44","4109280",""
"5930016150086","71244","A-1O-169-J-165M-01",""
"5930016208577","19278","444-10NA4-444131",""
"5930016208577","66935","025-31284",""
"5930016208577","66935","376-84009-000 PC 2",""
"5930016321608","06659","101999-54-9",""
"5930016536861","12522","50A0260-032",""
"5930017158026","0ZYB8","AT0E-3880-2",""
"5930121293370","0141B","BOSCH-SHGH1-2",""
"5930121293370","409BB","BOSCH-SHGH1-2",""
"5930121293370","B0552","10910222",""
"5930121293370","B1223","0 343 401 001",""
"5930121293370","D0072","00533506",""
"5930121293370","D0072","533506",""
"5930121293370","D0857","390.16.0009",""
"5930121293370","D2689","0110 2143",""
"5930121293370","D2689","01160579",""
"5930121293370","D2689","1102143EY8876-62",""
"5930121293370","D2689","3.0578.06.9.0002",""
"5930121293370","F0781","72636",""
"5930121293370","F2758","00416-02",""
"5930121293370","F2758","U00416-02",""
"5930121293370","F3742","0343401001",""
"5930995865080","K3602","859-01960",""
"5935000510957","71468","DPD45-33S1B",""
"5935002012755","91836","799-5",""
"5935002012755","91836","CV799-5",""
"5935002431238","04426","PTS8",""
"5935004904523","SKCJ5","10-260390-07S",""
"5935004981315","77820","PT02A-8-2P",""
"5935006143959","77820","10-042622-23S",""
"5935006172415","77820","10-101046-040",""
"5935007392242","00795","UG-349A/U",""
"5935007392242","74868","UG-349A/U",""
"5935007392242","C1213","R191419",""
"5935007392242","C1375","33BNC-N-50-1",""
"5935007392242","C1798","178.137-6",""
"5935007392242","C2463","Q 5 3142 7065",""
"5935007392242","C6081","7366",""
"5935007392242","D2528","RT510-073.00",""
"5935007392242","D2630","824",""
"5935007392242","D2630","J01008A0824",""
"5935007392242","D8008","303-104",""
"5935007392242","DG438","UG-349A/U",""
"5935007392242","H0203","VBE417-73",""
"5935007392242","S3092","Q 5 3142 7065",""
"5935007392242","U3999","1040-6000",""
"5935007668789","73030","AD39713",""
"5935007668789","73030","AD39713-1",""
"5935008019481","43608","40-203-6",""
"5935008019481","74868","1-719-1",""
"5935008179096","05869","712201-229",""
"5935008179096","77820","PT06A-14-5S",""
"5935008179096","82577","712201-229",""
"5935008179096","94756","414-0541-020",""
"5935008838561","03640","6396195",""
"5935008838561","0B6S1","6396195",""
"5935008838561","95692","6396195",""
"5935010833252","0EFR2","TRB-AD-0010",""
"5935010833252","43608","50-603-2",""
"5935010833252","53292","85-0356152",""
"5935010974219","10400","WTAX40SECSY",""
"5935011115643","06324","G8252-10M",""
"5935011115643","07418","S1728-07",""
"5935011115643","81755","C8821-1-10",""
"5935011283604","076Z5","RTS07-27S025",""
"5935011283604","11139","DS07-27S-025",""
"5935011283604","76301","ST5M1576-27-50SA",""
"5935011283657","74868","31-33819-11",""
"5935011283657","76301","ST5M1426A001",""
"5935011283657","95077","5841-0904",""
"5935011294498","66702","491058",""
"5935011294498","91836","KA-59-267",""
"5935011461983","06324","G8556-206NF",""
"5935011572722","12763","61690-112",""
"5935011583142","2B395","CA3108E 14S-7P-B-F80",""
"5935011583142","71468","121103-0004",""
"5935011583142","71468","CA3108E 14S-7P-B-F80",""
"5935011678509","11139","DIV4-15",""
"5935011678509","99447","BLRCW15",""
"5935011810023","58166","A8024",""
"5935011810023","60886","SR2P-06",""
"5935011953655","06090","MIS-20065/1-019",""
"5935012440028","31461","900-725-1604-06",""
"5935012440028","55418","P244-47-1604",""
"5935012509935","81312","SRM14S-50-NSS",""
"5935012509935","95238","SM14-20SSS-50NI",""
"5935012697186","04820","6218169",""
"5935012697186","10025","6218169",""
"5935012810060","06324","G8026-1812A5M111",""
"5935012810060","07418","SE6C1812A1.25-12",""
"5935013101831","05991","9A-0024-0004T",""
"5935013127538","27899","WI/FW990F-1R",""
"5935013395850","06090","DK-621-0411-P",""
"5935013460018","07418","S4784R09L34",""
"5935013460018","31461","4740R08G55H",""
"5935013496792","06090","MTCC2P-020-020-01",""
"5935013496792","32067","654342-2",""
"5935013502007","54933","105071-001",""
"5935013502007","71468","CA3106F-20-27S-F80",""
"5935013515612","74868","82-4454",""
"5935013581043","14949","PL155ACFL-222",""
"5935013663606","77820","TV06RW-23-54P",""
"5935013674216","07418","SE19C25-1.0-34SW6-4",""
"5935013691406","0JU31","815-1197351 PC 1",""
"5935013691406","52115","815-1197351PC1",""
"5935013691406","82878","815-1197351PC1",""
"5935013691406","96169","815-1197351",""
"5935013886523","25205","901200-20-32",""
"5935014390245","07418","SCP0011S04A1",""
"5935014390245","76301","4M380-001",""
"5935014605508","71468","CA121003-3",""
"5935014605508","71468","CIR 14STF",""
"5935014680608","06324","400HS011NF2510L",""
"5935014680608","8V613","HS5842ZS2510L",""
"5935014810507","56501","DS3416FP000",""
"5935014826652","19904","M85049/95-10A-A",""
"5935015025921","71468","320-9516-001",""
"5935015219252","19156","CB10722-001",""
"5935015219252","77820","RJF71G",""
"5935015236159","53669","1143808-4H",""
"5935015273741","68999","48689",""
"5935015273741","68999","SD48689",""
"5935015308108","4TBE3","6-2111986-3",""
"5935015308108","H0203","3522 500 56873",""
"5935015319904","06324","440HS030NF2506-2",""
"5935015360017","06324","650HS058NF25",""
"5935015449573","06324","941-005NFF35SN-98",""
"5935015628368","53919","PE9007",""
"5935015659920","43321","BA250E",""
"5935015685740","00795","1263-000-N090",""
"5935015725487","06324","147-022XMS-01",""
"5935015725631","06324","147-021XMS-03",""
"5935015726657","06324","147-021XMS-02",""
"5935015786663","12763","13029-015",""
"5935015900818","99447","BL07N21-41PN",""
"5935015909470","01121","1786-TPYS",""
"5935015998022","71468","KJA6T25W42PNL",""
"5935016083172","1ZFZ0","EZ-RJ45-5E-100",""
"5935016112101","0BW78","JTG104041-2",""
"5935016112101","49956","G104041-2",""
"5935016136921","1PL37","NAGDD20BRACKET",""
"5935016168916","32245","18440",""
"5935016203669","06324","809-155",""
"5935016296064","78535","78535-100674",""
"5935016512770","06324","443HJ024NF1304-S",""
"5935016613578","92180","TRU-8325-SST",""
"5935016626813","06324","390HA007NF2324M",""
"5935016816791","06324","MWDM2L-37S-6J1-120M1",""
"5935016849635","06324","801-008-16NF16-55PC",""
"5935017032952","06324","233-340M00-152AANHT",""
"5935017205553","53919","PE91613",""
"5935017210211","7ZXR5","N9910X-846",""
"5935017216121","0BCW9","150408",""
"5935017216121","1SFN4","NGC810BAK-150408",""
"5935017248833","06324","687-152-01F",""
"5935123674171","F4620","6ES7392-1BM01-0AA0",""
"5935997425371","U1816","M11865",""
"5935997425371","U1816","PLM11865",""
"5940002424603","26405","1106",""
"5940013825664","56501","2RB14",""
"5940015003162","01121","1492-W10",""
"5945001710209","27192","6938ED8-8B3",""
"5945005523506","1LW55","5182545",""
"5945005523506","32498","1840-41",""
"5945005523506","55683","871-8921717",""
"5945005523506","72582","5146219",""
"5945005523506","72582","5182545",""
"5945006285568","74063","A712J",""
"5945006757412","0U8Z9","G-1152-B460-C",""
"5945006757412","74063","B-460",""
"5945006757412","98897","695795",""
"5945007225578","89020","7022AA",""
"5945007758011","63743","17786PC6",""
"5945007758011","63743","22820BPC7",""
"5945007758011","63743","2660633-3",""
"5945007758011","63743","ED60612",""
"5945008585537","30221","44F242587 PIECE 198",""
"5945008585537","63743","44B253908-001",""
"5945008585537","77342","TYPE163-2",""
"5945008795797","15605","6-1-4",""
"5945008795797","56232","1036998",""
"5945009585071","75Q65","16900FX",""
"5945009683607","63743","N130-6529",""
"5945010634553","90005","9353-00-2500-495",""
"5945011555534","89020","1-1423163-9",""
"5945011555534","89020","7022L8IN",""
"5945012125464","78711","R235A140-1",""
"5945012125464","99699","E2101455",""
"5945012204267","00779","MGAPD-287",""
"5945012204267","11532","114D-4108",""
"5945012204267","73030","5E4510/29-0001",""
"5945012459664","27192","6957ED6-9C4",""
"5945012521359","23905","4951A1059-1",""
"5945012695991","76301","ST5M1242-006",""
"5945012695991","99699","CVSTD102-1013",""
"5945012914462","00779","86031-001",""
"5945012914462","58614","86031-001",""
"5945012914462","58614","PS12-1Y",""
"5945013009836","59364","6310224K",""
"5945013298992","09790","84253-1",""
"5945013574243","27192","6957ED24-1A",""
"5945014224195","02978","E8CR110-0110",""
"5945014386424","82647","D53TP50D",""
"5945014564434","63743","231B244AGP41",""
"5945014648886","74063","RA-3100L",""
"5945015008719","97896","380-0327-001",""
"5945015258982","0XU76","ECD-7032B",""
"5945016102539","56183","218B028-00",""
"5945016102539","56183","5370M69-01 ITEM 18",""
"5945016501225","1HKM2","301-1C-S-D2-24V",""
"5945016501225","1HKM2","301-1C-S-D2-24VDC",""
"5945016501225","1UW16","301-1C-S-D2-B120-7032",""
"5945251619431","N0013","60249406-00",""
"5950000965076","00752","42-1338",""
"5950000965076","1QGG9","C1-22167",""
"5950000965076","27192","42-1338",""
"5950000965076","85323","BX-9291",""
"5950005834522","58474","5-1036",""
"5950005834522","81205","10-60030-2",""
"5950005834522","83008","091-1007",""
"5950005834522","95266","6431",""
"5950007357144","70210","302305",""
"5950007357144","72149","C15364",""
"5950008363268","16157","4467",""
"5950008363268","27192","42-1459",""
"5950008363268","85323","BX-9337-1",""
"5950009576725","89305","397849-07403",""
"5950009827613","27192","6942ED1714-3G",""
"5950009827613","27192","9-1796-1",""
"5950010598704","13483","9508-008",""
"5950010598704","95266","321-13832-01",""
"5950011458926","38379","10-5234",""
"5950011978479","03550","10272703-4",""
"5950012107662","05716","11464564",""
"5950012107662","13483","PEI8815",""
"5950012107662","13619","RX312",""
"5950012274552","01551","S5400-40-1",""
"5950012734185","52374","ET1-2524244T00",""
"5950013714725","0AT62","ML12200606G1",""
"5950013714725","0AT62","PL12146418 ITEM 31",""
"5950013714725","8FGX3","ML12200606G1",""
"5950013735023","09969","ITP-1531-73",""
"5950014065983","72964","21162",""
"5950014065983","82577","H8000062-001",""
"5950014065983","95266","310-19550-01",""
"5950014417379","81978","C111C2 24VDC",""
"5950015012693","03550","41897",""
"5950015012693","11402","24-0238-01",""
"5950015873388","895S5","1000AG3023-8",""
"5950017069618","07187","8523386-4",""
"5955001887152","18323","WDX-280",""
"5955001887152","21856","581R043H02",""
"5955001887152","24022","581R043H02",""
"5955001887152","33025","A30422-02",""
"5955001887152","97942","581R043H02",""
"5955001887152","99313","VSX9011GU",""
"5960016575958","5SPS4","ZP1310",""
"5960016575958","K0422","ZP1310",""
"5961012093335","13409","11443571",""
"5961012093335","14099","11443571",""
"5961013389310","86184","98409-01E",""
"5961014678379","04801","SC460-101900-00",""
"5961014945679","1PYQ1","1366863",""
"5961014945679","66844","X349262G16",""
"5961015955570","17856","BAS70-04-HE3 A-08",""
"5962010929552","27014","5962-8963001EA",""
"5962010929552","81755","C10660-1",""
"5962013353521","98255","750199-307",""
"5962013367869","27014","LM741CH",""
"5962013584219","95105","390-0833-002",""
"5962015767429","01295","DS26LV31TM",""
"5965014742820","71483","12506G-05",""
"5965014742820","71483","H3310",""
"5965015015638","18068","11324C",""
"5965015191214","38370","145638",""
"5965015191214","90536","145638-1",""
"5965015191214","90536","B974",""
"5965016137782","0WY76","95012T",""
"5965016912001","1PNR4","MC-023933-001",""
"5965017237771","73274","IP-MSR-HM1567(2)",""
"5970005667097","18565","70-21-0006-0004",""
"5970005667097","8V613","10MD1-0006",""
"5970010203420","06090","202A132-3/42",""
"5970010203420","F0286","202A132-3-42",""
"5970010203420","F3341","106-1-B7WM250",""
"5970010203420","K0720","106-1-B7WM250",""
"5970010203420","K0967","A15193",""
"5970011700869","71984","3145 RTV",""
"5970014286278","06090","130-045-6-0",""
"5970014286278","1JX75","130-045-6-0",""
"5970014286278","97499","130-045-6-0",""
"5970015164424","06090","LNCL-12-140-GK",""
"5970015518597","064S4","TYUW17454A",""
"5970016780586","99742","P-213LW",""
"5975014148820","74545","SHC1037ZP",""
"5975015194819","81412","100H368G01",""
"5975015521812","04EK4","PA20397/2150 ITEM 7",""
"5975015521812","0TZ65","IC693CHS392",""
"5975016168607","77969","187724",""
"5975016252870","3MJN0","78608007",""
"5980016174963","83330","557-1605-203F",""
"5985000016770","05211","781-5067-001",""
"5985000016770","13499","781-5067-001",""
"5985000016770","27594","781-5067-001",""
"5985000016770","99872","781-5067-001",""
"5985008429944","52335","MDC1190M-N",""
"5985010343948","00416","396247-3",""
"5985010343948","00752","396247-3",""
"5985010343948","54647","396247-3",""
"5985010343948","67270","396247-3",""
"5985010343948","94S46","22469-B3",""
"5985010692234","3B150","913426-1",""
"5985010692234","54647","913426-1",""
"5985010692234","54X10","913426-1",""
"5985010919612","08719","D3-413M006",""
"5985010919612","81755","654VE4806-2",""
"5985011071988","00752","16VE022-2",""
"5985011071988","00779","16VE022-2",""
"5985011071988","06351","16VE022-2",""
"5985011071988","13691","S65-5366-116L",""
"5985011071988","33493","A0817-F16",""
"5985011071988","81755","16VE022-2",""
"5985011127349","3B150","709982-2",""
"5985011127349","54X10","709982-2",""
"5985011127349","93459","9711-16",""
"5985013402909","7ZXR5","8496B",""
"5985013650700","0FDA5","R404375000",""
"5985013947183","1W025","05A008-02",""
"5985013947183","98821","NH13353",""
"5985014741344","4C7P7","11110 WITH INSTALLED HATCH 11111",""
"5985014936875","29381","7030583-1",""
"5985014973081","09080","LWT90BSF6X129",""
"5985015282033","66544","2099-140",""
"5985015408885","23657","5241-R",""
"5985015408885","48TL8","5241-R",""
"5985015520536","61453","43001BD3",""
"5985015525606","18560","110-338",""
"5985015584808","06090","D-500-0255-573-1",""
"5985016213702","23657","4289-W",""
"5985016325803","3CVE1","3G1215A27L-XNS-2-B",""
"5985016334897","1PNR4","12082-0295-01",""
"5985016334897","6LMD4","12082-0295-01",""
"5985016581863","0H3E9","WA2-20-34 REF 8008302",""
"5985016581863","93459","WA2",""
"5985016623548","4YBU2","ANT-1003",""
"5985016830948","6LM77","047010",""
"5985016830948","6LM77","302600-2",""
"5985016830948","6LM77","DIPLEX-MIL-I-0052",""
"5985016869866","71HU5","900337",""
"5985016963611","1UB81","0195-3020-01",""
"5985017012779","6LM77","045868-10",""
"5995012851798","68999","2914496-12",""
"5995013587457","72314","329543-101",""
"5995013587457","81413","329543-101",""
"5995014972606","52196","13334-L7",""
"5995015518016","52088","C174.00",""
"5995015518016","90536","C174",""
"5995016174334","89946","691C281G01",""
"5995016174334","89946","691C281G03",""
"5995016939261","17476","19-87-3222MOD5",""
"5995016939261","52115","19-87-3222MOD5",""
"5995016960665","54077","2915915",""
"5995016967792","0V7A3","CBLBA-F00780",""
"5995017134289","1S3E3","729971",""
"5995017134289","6QSM5","U209-006-RJ45-X",""
"5995017134289","78820","U209-006-RJ45-X",""
"5995017285304","41TL0","EPP-20A-3FT-1P",""
"5995661598671","78711","CC6658-M7",""
"5996016853144","3WGN2","265-002",""
"5998002452625","0DR48","13D0427H01",""
"5998002452625","20284","13D0427H01",""
"5998002452625","97942","13D0427H01",""
"5998011200837","05869","3013339",""
"5998011200837","05869","390709-2",""
"5998013148634","07639","936E877G8",""
"5998013148634","89954","936E877G8",""
"5998014370099","0K9K6","55714 ITEM 17",""
"5998014370099","0K9K6","55750-010",""
"5998014370099","0K9K6","MNL 008-0633-02 TBL4-2 INDX 16",""
"5998014370099","51518","55750-010",""
"5998014370099","51518","MNL 008-0633-02 TBL4-2 INDX 16",""
"5998014428630","97993","6259635",""
"5998014483926","1BES9","10350-6400-01",""
"5998014492980","23350","429-138-00",""
"5998014492980","64667","777185-01",""
"5998014492980","F6481","91789132",""
"5998014646659","03NF8","002-0003",""
"5998014646659","03NF8","PSU300",""
"5998014684278","12763","62416-022-1",""
"5998014859243","90536","B566",""
"5998014859243","90536","DR-IAC24",""
"5998015072205","98810","43050",""
"5998015147449","01121","1747-M13",""
"5998015153896","03956","65825816",""
"5998015153896","03956","65825816-4",""
"5998015153896","03956","T65801816",""
"5998015153896","0GU54","T65825816-4",""
"5998015153896","0GU54","T65825816-5",""
"5998015392322","15434","3965159RX",""
"5998015392322","K7599","728/28700",""
"5998015955230","0AT62","W155121W",""
"5998015955230","830P9","W155121W",""
"5998015979420","51435","511D3001-1",""
"5998016203743","13861","40-5-1101-10",""
"5998016203743","61081","40-5-1101-10",""
"5998016317839","9D6D3","N047-1005319910",""
"5998016332960","0TZM0","1000AG3614-1",""
"5998016565046","67271","GM64497",""
"5998016777776","61099","219-32203",""
"5998016794268","3CLT8","13706965-3",""
"5998016887982","1X8K8","C236AX-4PCI",""
"5998016887982","63CL1","FXSMT0161",""
"5998016913134","59947","100-1650-99R",""
"5998016998715","028A6","IONMM",""
"5998016998715","1MYP5","8563451",""
"5998016998715","F6481","92009355",""
"5998017007068","0S8H4","G211F",""
"5998017066574","65597","120938-0001",""
"5998017076664","0A8J6","97-2665-000",""
"5998017076664","16331","63A160376P6",""
"5998017375864","1PNR4","14002-0138-16",""
"5998123966019","C5048","8267535-E",""
"5998200013717","3AD18","43440-05",""
"5998200016298","38370","714-152A",""
"5998200129311","L4856","ATS9373-903",""
"5999002049530","57094","MT90845",""
"5999005049237","63743","81D362",""
"5999005049620","27192","9104H3930",""
"5999010793462","06090","D-300-08CS1108",""
"5999010793462","14844","MLC-160",""
"5999010793462","76301","5M904-1",""
"5999012652870","74063","1616520-9",""
"5999012652870","99167","5906558",""
"5999012857911","93455","8601107",""
"5999013416563","18565","19-07-L525-1285L13.3",""
"5999013416563","78286","70207-81202-102",""
"5999014439593","13499","246-0188-010",""
"5999014439593","81860","880749-029297",""
"5999015065731","60969","P9B02VN",""
"5999015069630","64411","8005-5001-1155",""
"5999015069630","64411","EC0796",""
"5999015590619","71468","320-6043-010",""
"5999015773815","18863","ABC56537-005",""
"5999015773815","4U884","5151041-005",""
"5999016041792","1NPW9","4000651",""
"5999016161406","7QAK7","10497-0357-01",""
"5999016194168","0B107","BNG-410-01",""
"5999016306538","52814","125LP45-16-02",""
"5999016306538","58568","125LP45-16-02",""
"5999016971600","09552","200-503-143",""
"5999016971600","81205","200-503-143",""
"5999016971600","99447","200-503-143",""
"5999016997498","7MG37","E3714C08400",""
"5999017245797","75Q65","D000K762",""
"6020015278355","29381","6036656-502",""
"6020015428331","43321","FODST-SC-01",""
"6020017364862","14304","11098-5718-A16",""
"6030016595503","064L4","ISFP-100-MM",""
"6070015988859","1WEB4","9392",""
"6070015988859","1WEB4","NETTOY-IBCCLEAN-2.5",""
"6105000687214","67245","10-55-58",""
"6105004125152","46UR5","VEM3545",""
"6105004885393","18965","3660-2",""
"6105008068826","73760","102650FA",""
"6105009422297","06989","10M101C3",""
"6105009422297","14404","10SM512",""
"6105009422297","40968","IMF-019",""
"6105009422297","62700","N-250058",""
"6105009422297","67245","10-65-86",""
"6105009422297","82686","U-214766",""
"6105009422297","99479","MR100002",""
"6105010530519","79318","113111",""
"6105011220605","57368","MR1003",""
"6105011276806","75477","500826-3653",""
"6105011644867","25795","31LH49",""
"6105011644867","30793","VEM3546",""
"6105011644867","56065","E116740.00",""
"6105011644867","88422","K251C",""
"6105012812664","7LLB9","1767-263",""
"6105013132546","71956","801627-551",""
"6105013132546","75477","603511-122",""
"6105013244532","25204","204118",""
"6105013331589","75477","603511-168",""
"6105014239033","71956","801624-545-1",""
"6105014362670","57368","MR1009",""
"6105014403153","71956","801621-022 GROUP 2",""
"6105014403153","75477","500826-3699",""
"6105014443849","57368","MR0001",""
"6105014550407","75477","525079-15",""
"6105015138088","75214","PT029-020",""
"6105015237170","53555","A2A4W6MTR",""
"6105015261048","0D5S3","894-08798",""
"6105015653436","58474","229259-001",""
"6105015745596","56065","056T34F15598",""
"6105015745596","56065","056T34F15680",""
"6105015745596","56065","110181.00",""
"6105015745596","8A634","110181.00",""
"6105015827686","07695","39332",""
"6105016270904","0EYA6","DAAK100170 REV D POS NR 210.02",""
"6105016270904","0EYA6","M160M4/14518500A2-200230",""
"6105016292296","52213","RAM-PRO-60",""
"6105016782253","0F875","12616177",""
"6105016782253","1RZR5","12616177",""
"6105017003079","08484","EC-23050-22",""
"6105251629126","N2066","18817",""
"6110001566438","72914","11-0480-3",""
"6110008705806","00QR4","9793500",""
"6110008721475","27192","6957ED14-4A",""
"6110011937862","27192","6938ED39-3A",""
